time,close
2021-04-07 12:53:00,1.18828
2021-04-07 12:54:00,1.18813
2021-04-07 12:55:00,1.18827
2021-04-07 12:56:00,1.18837
2021-04-07 12:57:00,1.18831
2021-04-07 12:58:00,1.18829
2021-04-07 12:59:00,1.18836
2021-04-07 13:00:00,1.18843
2021-04-07 13:01:00,1.1884
2021-04-07 13:02:00,1.18839
2021-04-07 13:03:00,1.18829
2021-04-07 13:04:00,1.18821
2021-04-07 13:05:00,1.18834
2021-04-07 13:06:00,1.18844
2021-04-07 13:07:00,1.18845
2021-04-07 13:08:00,1.18848
2021-04-07 13:09:00,1.18843
2021-04-07 13:10:00,1.18862
2021-04-07 13:11:00,1.1886
2021-04-07 13:12:00,1.1886
2021-04-07 13:13:00,1.1888
2021-04-07 13:14:00,1.18885
2021-04-07 13:15:00,1.1888
2021-04-07 13:16:00,1.18881
2021-04-07 13:17:00,1.18881
2021-04-07 13:18:00,1.18873
2021-04-07 13:19:00,1.18874
2021-04-07 13:20:00,1.18875
2021-04-07 13:21:00,1.18871
2021-04-07 13:22:00,1.1888
2021-04-07 13:23:00,1.18874
2021-04-07 13:24:00,1.18883
2021-04-07 13:25:00,1.1887
2021-04-07 13:26:00,1.18876
2021-04-07 13:27:00,1.18884
2021-04-07 13:28:00,1.18867
2021-04-07 13:29:00,1.18861
2021-04-07 13:30:00,1.18883
2021-04-07 13:31:00,1.18906
2021-04-07 13:32:00,1.18909
2021-04-07 13:33:00,1.18926
2021-04-07 13:34:00,1.18926
2021-04-07 13:35:00,1.18909
2021-04-07 13:36:00,1.18932
2021-04-07 13:37:00,1.18911
2021-04-07 13:38:00,1.18899
2021-04-07 13:39:00,1.189
2021-04-07 13:40:00,1.18877
2021-04-07 13:41:00,1.18895
2021-04-07 13:42:00,1.18896
2021-04-07 13:43:00,1.18885
2021-04-07 13:44:00,1.18885
2021-04-07 13:45:00,1.18889
2021-04-07 13:46:00,1.18899
2021-04-07 13:47:00,1.18926
2021-04-07 13:48:00,1.18923
2021-04-07 13:49:00,1.18953
2021-04-07 13:50:00,1.18962
2021-04-07 13:51:00,1.18953
2021-04-07 13:52:00,1.18929
2021-04-07 13:53:00,1.1894
2021-04-07 13:54:00,1.18939
2021-04-07 13:55:00,1.18963
2021-04-07 13:56:00,1.1897
2021-04-07 13:57:00,1.18963
2021-04-07 13:58:00,1.18935
2021-04-07 13:59:00,1.18915
2021-04-07 14:00:00,1.189
2021-04-07 14:01:00,1.1891
2021-04-07 14:02:00,1.18905
2021-04-07 14:03:00,1.18899
2021-04-07 14:04:00,1.18894
2021-04-07 14:05:00,1.18898
2021-04-07 14:06:00,1.18902
2021-04-07 14:07:00,1.18902
2021-04-07 14:08:00,1.18909
2021-04-07 14:09:00,1.18915
2021-04-07 14:10:00,1.18874
2021-04-07 14:11:00,1.1888
2021-04-07 14:12:00,1.18873
2021-04-07 14:13:00,1.18873
2021-04-07 14:14:00,1.18868
2021-04-07 14:15:00,1.18867
2021-04-07 14:16:00,1.18863
2021-04-07 14:17:00,1.18877
2021-04-07 14:18:00,1.18881
2021-04-07 14:19:00,1.18898
2021-04-07 14:20:00,1.18883
2021-04-07 14:21:00,1.18878
2021-04-07 14:22:00,1.18885
2021-04-07 14:23:00,1.1888
2021-04-07 14:24:00,1.18871
2021-04-07 14:25:00,1.18883
2021-04-07 14:26:00,1.18897
2021-04-07 14:27:00,1.18901
2021-04-07 14:28:00,1.18891
2021-04-07 14:29:00,1.18912
2021-04-07 14:30:00,1.1891
2021-04-07 14:31:00,1.18919
2021-04-07 14:32:00,1.18918
2021-04-07 14:33:00,1.18907
2021-04-07 14:34:00,1.1891
2021-04-07 14:35:00,1.18908
2021-04-07 14:36:00,1.18908
2021-04-07 14:37:00,1.18934
2021-04-07 14:38:00,1.18952
2021-04-07 14:39:00,1.18942
2021-04-07 14:40:00,1.18958
2021-04-07 14:41:00,1.18958
2021-04-07 14:42:00,1.18951
2021-04-07 14:43:00,1.1895
2021-04-07 14:44:00,1.18947
2021-04-07 14:45:00,1.18934
2021-04-07 14:46:00,1.18936
2021-04-07 14:47:00,1.18957
2021-04-07 14:48:00,1.18954
2021-04-07 14:49:00,1.18951
2021-04-07 14:50:00,1.18959
2021-04-07 14:51:00,1.18924
2021-04-07 14:52:00,1.18916
2021-04-07 14:53:00,1.18923
2021-04-07 14:54:00,1.18916
2021-04-07 14:55:00,1.18897
2021-04-07 14:56:00,1.18875
2021-04-07 14:57:00,1.1888
2021-04-07 14:58:00,1.18874
2021-04-07 14:59:00,1.18885
2021-04-07 15:00:00,1.18865
2021-04-07 15:01:00,1.18835
2021-04-07 15:02:00,1.18855
2021-04-07 15:03:00,1.18846
2021-04-07 15:04:00,1.18836
2021-04-07 15:05:00,1.18834
2021-04-07 15:06:00,1.18833
2021-04-07 15:07:00,1.1882
2021-04-07 15:08:00,1.1882
2021-04-07 15:09:00,1.18824
2021-04-07 15:10:00,1.1883
2021-04-07 15:11:00,1.18832
2021-04-07 15:12:00,1.18842
2021-04-07 15:13:00,1.18847
2021-04-07 15:14:00,1.18832
2021-04-07 15:15:00,1.1881
2021-04-07 15:16:00,1.18789
2021-04-07 15:17:00,1.18792
2021-04-07 15:18:00,1.18784
2021-04-07 15:19:00,1.1881
2021-04-07 15:20:00,1.18795
2021-04-07 15:21:00,1.18795
2021-04-07 15:22:00,1.18779
2021-04-07 15:23:00,1.18796
2021-04-07 15:24:00,1.18806
2021-04-07 15:25:00,1.18794
2021-04-07 15:26:00,1.18793
2021-04-07 15:27:00,1.18796
2021-04-07 15:28:00,1.1881
2021-04-07 15:29:00,1.18809
2021-04-07 15:30:00,1.18796
2021-04-07 15:31:00,1.18795
2021-04-07 15:32:00,1.18791
2021-04-07 15:33:00,1.1879
2021-04-07 15:34:00,1.18808
2021-04-07 15:35:00,1.1882
2021-04-07 15:36:00,1.18809
2021-04-07 15:37:00,1.18787
2021-04-07 15:38:00,1.18779
2021-04-07 15:39:00,1.18804
2021-04-07 15:40:00,1.18791
2021-04-07 15:41:00,1.188
2021-04-07 15:42:00,1.188
2021-04-07 15:43:00,1.18795
2021-04-07 15:44:00,1.1881
2021-04-07 15:45:00,1.18804
2021-04-07 15:46:00,1.18794
2021-04-07 15:47:00,1.18801
2021-04-07 15:48:00,1.18786
2021-04-07 15:49:00,1.18784
2021-04-07 15:50:00,1.18807
2021-04-07 15:51:00,1.18775
2021-04-07 15:52:00,1.18816
2021-04-07 15:53:00,1.18809
2021-04-07 15:54:00,1.18816
2021-04-07 15:55:00,1.18831
2021-04-07 15:56:00,1.18831
2021-04-07 15:57:00,1.18821
2021-04-07 15:58:00,1.18833
2021-04-07 15:59:00,1.18838
2021-04-07 16:00:00,1.18843
2021-04-07 16:01:00,1.18849
2021-04-07 16:02:00,1.18853
2021-04-07 16:03:00,1.18841
2021-04-07 16:04:00,1.18851
2021-04-07 16:05:00,1.18857
2021-04-07 16:06:00,1.18858
2021-04-07 16:07:00,1.18864
2021-04-07 16:08:00,1.18847
2021-04-07 16:09:00,1.18837
2021-04-07 16:10:00,1.18837
2021-04-07 16:11:00,1.18827
2021-04-07 16:12:00,1.18837
2021-04-07 16:13:00,1.18837
2021-04-07 16:14:00,1.18849
2021-04-07 16:15:00,1.18863
2021-04-07 16:16:00,1.18822
2021-04-07 16:17:00,1.18832
2021-04-07 16:18:00,1.18821
2021-04-07 16:19:00,1.18835
2021-04-07 16:20:00,1.18841
2021-04-07 16:21:00,1.18842
2021-04-07 16:22:00,1.18842
2021-04-07 16:23:00,1.18847
2021-04-07 16:24:00,1.1885
2021-04-07 16:25:00,1.18872
2021-04-07 16:26:00,1.18921
2021-04-07 16:27:00,1.18949
2021-04-07 16:28:00,1.18961
2021-04-07 16:29:00,1.18946
2021-04-07 16:30:00,1.18949
2021-04-07 16:31:00,1.18939
2021-04-07 16:32:00,1.18932
2021-04-07 16:33:00,1.18914
2021-04-07 16:34:00,1.18898
2021-04-07 16:35:00,1.18895
2021-04-07 16:36:00,1.18893
2021-04-07 16:37:00,1.18881
2021-04-07 16:38:00,1.18872
2021-04-07 16:39:00,1.18831
2021-04-07 16:40:00,1.18837
2021-04-07 16:41:00,1.18851
2021-04-07 16:42:00,1.18881
2021-04-07 16:43:00,1.18883
2021-04-07 16:44:00,1.18867
2021-04-07 16:45:00,1.1886
2021-04-07 16:46:00,1.18891
2021-04-07 16:47:00,1.18909
2021-04-07 16:48:00,1.18912
2021-04-07 16:49:00,1.18929
2021-04-07 16:50:00,1.18927
2021-04-07 16:51:00,1.18916
2021-04-07 16:52:00,1.18928
2021-04-07 16:53:00,1.18948
2021-04-07 16:54:00,1.18944
2021-04-07 16:55:00,1.18955
2021-04-07 16:56:00,1.18958
2021-04-07 16:57:00,1.18929
2021-04-07 16:58:00,1.18912
2021-04-07 16:59:00,1.18909
2021-04-07 17:00:00,1.18875
2021-04-07 17:01:00,1.189
2021-04-07 17:02:00,1.18899
2021-04-07 17:03:00,1.18922
2021-04-07 17:04:00,1.18953
2021-04-07 17:05:00,1.18941
2021-04-07 17:06:00,1.18937
2021-04-07 17:07:00,1.18945
2021-04-07 17:08:00,1.18933
2021-04-07 17:09:00,1.1894
2021-04-07 17:10:00,1.18938
2021-04-07 17:11:00,1.19015
2021-04-07 17:12:00,1.19
2021-04-07 17:13:00,1.18987
2021-04-07 17:14:00,1.18991
2021-04-07 17:15:00,1.18946
2021-04-07 17:16:00,1.18982
2021-04-07 17:17:00,1.18993
2021-04-07 17:18:00,1.18993
2021-04-07 17:19:00,1.18988
2021-04-07 17:20:00,1.19016
2021-04-07 17:21:00,1.19022
2021-04-07 17:22:00,1.19004
2021-04-07 17:23:00,1.19013
2021-04-07 17:24:00,1.19025
2021-04-07 17:25:00,1.19023
2021-04-07 17:26:00,1.19031
2021-04-07 17:27:00,1.19083
2021-04-07 17:28:00,1.19083
2021-04-07 17:29:00,1.1907
2021-04-07 17:30:00,1.19051
2021-04-07 17:31:00,1.19047
2021-04-07 17:32:00,1.19035
2021-04-07 17:33:00,1.19043
2021-04-07 17:34:00,1.19027
2021-04-07 17:35:00,1.19022
2021-04-07 17:36:00,1.19031
2021-04-07 17:37:00,1.19041
2021-04-07 17:38:00,1.19071
2021-04-07 17:39:00,1.19072
2021-04-07 17:40:00,1.19052
2021-04-07 17:41:00,1.19071
2021-04-07 17:42:00,1.19071
2021-04-07 17:43:00,1.1908
2021-04-07 17:44:00,1.19126
2021-04-07 17:45:00,1.19127
2021-04-07 17:46:00,1.19121
2021-04-07 17:47:00,1.19089
2021-04-07 17:48:00,1.19097
2021-04-07 17:49:00,1.19075
2021-04-07 17:50:00,1.19072
2021-04-07 17:51:00,1.19062
2021-04-07 17:52:00,1.19055
2021-04-07 17:53:00,1.19056
2021-04-07 17:54:00,1.19063
2021-04-07 17:55:00,1.18992
2021-04-07 17:56:00,1.18981
2021-04-07 17:57:00,1.18964
2021-04-07 17:58:00,1.18988
2021-04-07 17:59:00,1.18998
2021-04-07 18:00:00,1.18995
2021-04-07 18:01:00,1.18995
2021-04-07 18:02:00,1.18998
2021-04-07 18:03:00,1.1898
2021-04-07 18:04:00,1.18944
2021-04-07 18:05:00,1.18975
2021-04-07 18:06:00,1.18969
2021-04-07 18:07:00,1.18939
2021-04-07 18:08:00,1.18917
2021-04-07 18:09:00,1.1895
2021-04-07 18:10:00,1.18969
2021-04-07 18:11:00,1.18974
2021-04-07 18:12:00,1.18995
2021-04-07 18:13:00,1.19022
2021-04-07 18:14:00,1.1901
2021-04-07 18:15:00,1.19
2021-04-07 18:16:00,1.18973
2021-04-07 18:17:00,1.1899
2021-04-07 18:18:00,1.18992
2021-04-07 18:19:00,1.1899
2021-04-07 18:20:00,1.18969
2021-04-07 18:21:00,1.18973
2021-04-07 18:22:00,1.18965
2021-04-07 18:23:00,1.18955
2021-04-07 18:24:00,1.18924
2021-04-07 18:25:00,1.18915
2021-04-07 18:26:00,1.18903
2021-04-07 18:27:00,1.1892
2021-04-07 18:28:00,1.18906
2021-04-07 18:29:00,1.18918
2021-04-07 18:30:00,1.18893
2021-04-07 18:31:00,1.18908
2021-04-07 18:32:00,1.18885
2021-04-07 18:33:00,1.18903
2021-04-07 18:34:00,1.18913
2021-04-07 18:35:00,1.18911
2021-04-07 18:36:00,1.18919
2021-04-07 18:37:00,1.18919
2021-04-07 18:38:00,1.18911
2021-04-07 18:39:00,1.18907
2021-04-07 18:40:00,1.18883
2021-04-07 18:41:00,1.18893
2021-04-07 18:42:00,1.18894
2021-04-07 18:43:00,1.18883
2021-04-07 18:44:00,1.18877
2021-04-07 18:45:00,1.18882
2021-04-07 18:46:00,1.18894
2021-04-07 18:47:00,1.18879
2021-04-07 18:48:00,1.18883
2021-04-07 18:49:00,1.18879
2021-04-07 18:50:00,1.18873
2021-04-07 18:51:00,1.18865
2021-04-07 18:52:00,1.1888
2021-04-07 18:53:00,1.1888
2021-04-07 18:54:00,1.18882
2021-04-07 18:55:00,1.18884
2021-04-07 18:56:00,1.18871
2021-04-07 18:57:00,1.18879
2021-04-07 18:58:00,1.18883
2021-04-07 18:59:00,1.18883
2021-04-07 19:00:00,1.18859
2021-04-07 19:01:00,1.18856
2021-04-07 19:02:00,1.18858
2021-04-07 19:03:00,1.18839
2021-04-07 19:04:00,1.18857
2021-04-07 19:05:00,1.18864
2021-04-07 19:06:00,1.18858
2021-04-07 19:07:00,1.1887
2021-04-07 19:08:00,1.18893
2021-04-07 19:09:00,1.18892
2021-04-07 19:10:00,1.18889
2021-04-07 19:11:00,1.18878
2021-04-07 19:12:00,1.18889
2021-04-07 19:13:00,1.18883
2021-04-07 19:14:00,1.18879
2021-04-07 19:15:00,1.18874
2021-04-07 19:16:00,1.18864
2021-04-07 19:17:00,1.18852
2021-04-07 19:18:00,1.18853
2021-04-07 19:19:00,1.18853
2021-04-07 19:20:00,1.1884
2021-04-07 19:21:00,1.1883
2021-04-07 19:22:00,1.18819
2021-04-07 19:23:00,1.18815
2021-04-07 19:24:00,1.18844
2021-04-07 19:25:00,1.18834
2021-04-07 19:26:00,1.18824
2021-04-07 19:27:00,1.18825
2021-04-07 19:28:00,1.1883
2021-04-07 19:29:00,1.18835
2021-04-07 19:30:00,1.18839
2021-04-07 19:31:00,1.18836
2021-04-07 19:32:00,1.1884
2021-04-07 19:33:00,1.1884
2021-04-07 19:34:00,1.1884
2021-04-07 19:35:00,1.18834
2021-04-07 19:36:00,1.18832
2021-04-07 19:37:00,1.18854
2021-04-07 19:38:00,1.18853
2021-04-07 19:39:00,1.1885
2021-04-07 19:40:00,1.18854
2021-04-07 19:41:00,1.18843
2021-04-07 19:42:00,1.18852
2021-04-07 19:43:00,1.18844
2021-04-07 19:44:00,1.18843
2021-04-07 19:45:00,1.18848
2021-04-07 19:46:00,1.18864
2021-04-07 19:47:00,1.18858
2021-04-07 19:48:00,1.18855
2021-04-07 19:49:00,1.18848
2021-04-07 19:50:00,1.18824
2021-04-07 19:51:00,1.18844
2021-04-07 19:52:00,1.18848
2021-04-07 19:53:00,1.18835
2021-04-07 19:54:00,1.18825
2021-04-07 19:55:00,1.18821
2021-04-07 19:56:00,1.18814
2021-04-07 19:57:00,1.18818
2021-04-07 19:58:00,1.18814
2021-04-07 19:59:00,1.18815
2021-04-07 20:00:00,1.18815
2021-04-07 20:01:00,1.18824
2021-04-07 20:02:00,1.18824
2021-04-07 20:03:00,1.18822
2021-04-07 20:04:00,1.18824
2021-04-07 20:05:00,1.18819
2021-04-07 20:06:00,1.18824
2021-04-07 20:07:00,1.18811
2021-04-07 20:08:00,1.18811
2021-04-07 20:09:00,1.18809
2021-04-07 20:10:00,1.18819
2021-04-07 20:11:00,1.18818
2021-04-07 20:12:00,1.1883
2021-04-07 20:13:00,1.18827
2021-04-07 20:14:00,1.18835
2021-04-07 20:15:00,1.18842
2021-04-07 20:16:00,1.18843
2021-04-07 20:17:00,1.18859
2021-04-07 20:18:00,1.18851
2021-04-07 20:19:00,1.18845
2021-04-07 20:20:00,1.18852
2021-04-07 20:21:00,1.18846
2021-04-07 20:22:00,1.1885
2021-04-07 20:23:00,1.18844
2021-04-07 20:24:00,1.1884
2021-04-07 20:25:00,1.18847
2021-04-07 20:26:00,1.18836
2021-04-07 20:27:00,1.18836
2021-04-07 20:28:00,1.18834
2021-04-07 20:29:00,1.18833
2021-04-07 20:30:00,1.18831
2021-04-07 20:31:00,1.18836
2021-04-07 20:32:00,1.18828
2021-04-07 20:33:00,1.18831
2021-04-07 20:34:00,1.18838
2021-04-07 20:35:00,1.18836
2021-04-07 20:36:00,1.1884
2021-04-07 20:37:00,1.1883
2021-04-07 20:38:00,1.1883
2021-04-07 20:39:00,1.18832
2021-04-07 20:40:00,1.18831
2021-04-07 20:41:00,1.18828
2021-04-07 20:42:00,1.18834
2021-04-07 20:43:00,1.18824
2021-04-07 20:44:00,1.18824
2021-04-07 20:45:00,1.18822
2021-04-07 20:46:00,1.18814
2021-04-07 20:47:00,1.18811
2021-04-07 20:48:00,1.18799
2021-04-07 20:49:00,1.18806
2021-04-07 20:50:00,1.18812
2021-04-07 20:51:00,1.18801
2021-04-07 20:52:00,1.18803
2021-04-07 20:53:00,1.18803
2021-04-07 20:54:00,1.18808
2021-04-07 20:55:00,1.18806
2021-04-07 20:56:00,1.18814
2021-04-07 20:57:00,1.18818
2021-04-07 20:58:00,1.18819
2021-04-07 20:59:00,1.18818
2021-04-07 21:00:00,1.18823
2021-04-07 21:01:00,1.18818
2021-04-07 21:02:00,1.18814
2021-04-07 21:03:00,1.18814
2021-04-07 21:04:00,1.18795
2021-04-07 21:05:00,1.18784
2021-04-07 21:06:00,1.18794
2021-04-07 21:07:00,1.18813
2021-04-07 21:08:00,1.1883
2021-04-07 21:09:00,1.18833
2021-04-07 21:10:00,1.18818
2021-04-07 21:11:00,1.18803
2021-04-07 21:12:00,1.18799
2021-04-07 21:13:00,1.18824
2021-04-07 21:14:00,1.18824
2021-04-07 21:15:00,1.18834
2021-04-07 21:16:00,1.18819
2021-04-07 21:17:00,1.1883
2021-04-07 21:18:00,1.1883
2021-04-07 21:19:00,1.18841
2021-04-07 21:20:00,1.18829
2021-04-07 21:21:00,1.18808
2021-04-07 21:22:00,1.18806
2021-04-07 21:23:00,1.18804
2021-04-07 21:24:00,1.18803
2021-04-07 21:25:00,1.18792
2021-04-07 21:26:00,1.18779
2021-04-07 21:27:00,1.18755
2021-04-07 21:28:00,1.18742
2021-04-07 21:29:00,1.18742
2021-04-07 21:30:00,1.18744
2021-04-07 21:31:00,1.18739
2021-04-07 21:32:00,1.18744
2021-04-07 21:33:00,1.18745
2021-04-07 21:34:00,1.18726
2021-04-07 21:35:00,1.18728
2021-04-07 21:36:00,1.18718
2021-04-07 21:37:00,1.18729
2021-04-07 21:38:00,1.18734
2021-04-07 21:39:00,1.18734
2021-04-07 21:40:00,1.18738
2021-04-07 21:41:00,1.18724
2021-04-07 21:42:00,1.18726
2021-04-07 21:43:00,1.18726
2021-04-07 21:44:00,1.18714
2021-04-07 21:45:00,1.18714
2021-04-07 21:46:00,1.18717
2021-04-07 21:47:00,1.18714
2021-04-07 21:48:00,1.18699
2021-04-07 21:49:00,1.18683
2021-04-07 21:50:00,1.18686
2021-04-07 21:51:00,1.18675
2021-04-07 21:52:00,1.18689
2021-04-07 21:53:00,1.18695
2021-04-07 21:54:00,1.18698
2021-04-07 21:55:00,1.18696
2021-04-07 21:56:00,1.18688
2021-04-07 21:57:00,1.18694
2021-04-07 21:58:00,1.18675
2021-04-07 21:59:00,1.1865
2021-04-07 22:00:00,1.18665
2021-04-07 22:01:00,1.18668
2021-04-07 22:02:00,1.18665
2021-04-07 22:03:00,1.18671
2021-04-07 22:04:00,1.18671
2021-04-07 22:05:00,1.18654
2021-04-07 22:06:00,1.1866
2021-04-07 22:07:00,1.18666
2021-04-07 22:08:00,1.18624
2021-04-07 22:09:00,1.18625
2021-04-07 22:10:00,1.18623
2021-04-07 22:11:00,1.18619
2021-04-07 22:12:00,1.18632
2021-04-07 22:13:00,1.18639
2021-04-07 22:14:00,1.18639
2021-04-07 22:15:00,1.18629
2021-04-07 22:16:00,1.18632
2021-04-07 22:17:00,1.18639
2021-04-07 22:18:00,1.18625
2021-04-07 22:19:00,1.1863
2021-04-07 22:20:00,1.18621
2021-04-07 22:21:00,1.18613
2021-04-07 22:22:00,1.18616
2021-04-07 22:23:00,1.18615
2021-04-07 22:24:00,1.18605
2021-04-07 22:25:00,1.18614
2021-04-07 22:26:00,1.18611
2021-04-07 22:27:00,1.18611
2021-04-07 22:28:00,1.18606
2021-04-07 22:29:00,1.18621
2021-04-07 22:30:00,1.18631
2021-04-07 22:31:00,1.18618
2021-04-07 22:32:00,1.18631
2021-04-07 22:33:00,1.18631
2021-04-07 22:34:00,1.18615
2021-04-07 22:35:00,1.18621
2021-04-07 22:36:00,1.1861
2021-04-07 22:37:00,1.18604
2021-04-07 22:38:00,1.18615
2021-04-07 22:39:00,1.18618
2021-04-07 22:40:00,1.1863
2021-04-07 22:41:00,1.18614
2021-04-07 22:42:00,1.18619
2021-04-07 22:43:00,1.18619
2021-04-07 22:44:00,1.18619
2021-04-07 22:45:00,1.18636
2021-04-07 22:46:00,1.18651
2021-04-07 22:47:00,1.18654
2021-04-07 22:48:00,1.18656
2021-04-07 22:49:00,1.18661
2021-04-07 22:50:00,1.18671
2021-04-07 22:51:00,1.18675
2021-04-07 22:52:00,1.18682
2021-04-07 22:53:00,1.18677
2021-04-07 22:54:00,1.18682
2021-04-07 22:55:00,1.187
2021-04-07 22:56:00,1.187
2021-04-07 22:57:00,1.18706
2021-04-07 22:58:00,1.18715
2021-04-07 22:59:00,1.18716
2021-04-07 23:00:00,1.18717
2021-04-07 23:01:00,1.18716
2021-04-07 23:02:00,1.18705
2021-04-07 23:03:00,1.18736
2021-04-07 23:04:00,1.18732
2021-04-07 23:05:00,1.18735
2021-04-07 23:06:00,1.18731
2021-04-07 23:07:00,1.18715
2021-04-07 23:08:00,1.18716
2021-04-07 23:09:00,1.18714
2021-04-07 23:10:00,1.18729
2021-04-07 23:11:00,1.18729
2021-04-07 23:12:00,1.18729
2021-04-07 23:13:00,1.18727
2021-04-07 23:14:00,1.18738
2021-04-07 23:15:00,1.18735
2021-04-07 23:16:00,1.18724
2021-04-07 23:17:00,1.18716
2021-04-07 23:18:00,1.1872
2021-04-07 23:19:00,1.18714
2021-04-07 23:20:00,1.18721
2021-04-07 23:21:00,1.18716
2021-04-07 23:22:00,1.18716
2021-04-07 23:23:00,1.18711
2021-04-07 23:24:00,1.18713
2021-04-07 23:25:00,1.18711
2021-04-07 23:26:00,1.18709
2021-04-07 23:27:00,1.18705
2021-04-07 23:28:00,1.18706
2021-04-07 23:29:00,1.18702
2021-04-07 23:30:00,1.18695
2021-04-07 23:31:00,1.18689
2021-04-07 23:32:00,1.18684
2021-04-07 23:33:00,1.18685
2021-04-07 23:34:00,1.18686
2021-04-07 23:35:00,1.18689
2021-04-07 23:36:00,1.18681
2021-04-07 23:37:00,1.18681
2021-04-07 23:38:00,1.18685
2021-04-07 23:39:00,1.18689
2021-04-07 23:40:00,1.18688
2021-04-07 23:41:00,1.1869
2021-04-07 23:42:00,1.18689
2021-04-07 23:43:00,1.18689
2021-04-07 23:44:00,1.18688
2021-04-07 23:45:00,1.1869
