time,close,ema12,ema26,macd_value,macd_histogram,macd_signal,rsi,close_pctchange,ema12_pctchange,ema26_pctchange,macd_value_pctchange,macd_histogram_pctchange,rsi_pctchange,label
2021-04-07 11:23:00,0.03134796238244064,0.032664009314743225,0.03852041593017219,0.33149802062003286,0.44110734871247553,0.3394838762858985,0.32641398675229993,0.5981162352663821,0.39559823116644877,0.339745482596795,0.9472012271472314,0.9858128276673973,0.3285047209525985,0
2021-04-07 11:24:00,0.02233542319748949,0.030334908861775034,0.036787604456776535,0.3221692674745447,0.4313661006683072,0.3330226997494038,0.25877395441116313,0.5032200425559784,0.3450270138213369,0.29599796640010917,0.947202682347993,0.9858167603277249,0.2549687584624113,1
2021-04-07 11:25:00,0.029780564263326426,0.029519726124249246,0.035743337832514044,0.3255756601438371,0.45186990836283203,0.32860990129623957,0.36386978277235416,0.6626594105595303,0.4072813321199115,0.3467249934290155,0.9472008300093225,0.9858118122313367,0.43151651694883303,0
2021-04-07 11:26:00,0.019984326018807508,0.02730943694606225,0.034039334234030605,0.31763081560252204,0.4430511185572324,0.3233160852277905,0.29447488055627963,0.49562515898936227,0.3499067320225797,0.29811306258614306,0.9472024236313626,0.9858169837639932,0.25841576038409986,1
2021-04-07 11:27:00,0.01920062695923974,0.02531755072326547,0.032402585919726334,0.3120120050903227,0.44116440868806533,0.31783378245466765,0.28943881670841265,0.5829308815149925,0.35888473625017137,0.3030641652762637,0.947202048816413,0.9858153418041006,0.3121358093729577,1
2021-04-07 11:28:00,0.02390282131661081,0.024361957736111606,0.031240881448901803,0.3150537394790236,0.45889830377565693,0.3141231370522489,0.35175764083081545,0.6360864339414977,0.40150283176223295,0.3380642760208446,0.9472009099257942,0.9858117508681535,0.3797282141348961,1
2021-04-07 11:29:00,0.02390282131661081,0.02355337905467536,0.0301652291610921,0.3190397475389457,0.4751835449395993,0.31203942512379546,0.35175764083081545,0.5905244221510182,0.4075486872027663,0.3444032059732163,0.9472007779006136,0.9858105969010806,0.31713110289510543,1
2021-04-07 11:30:00,0.029780564263326426,0.02378150859517092,0.029611508855026614,0.33097813392340103,0.5058814929715898,0.31302250961134304,0.42717329439205914,0.6474711775651436,0.4501883586405289,0.38286253114837676,0.9471996914263419,0.9858002539743368,0.38262080137887317,1
2021-04-07 11:31:00,0.025862068965516016,0.02336633361547058,0.028803968844940187,0.3369143205531766,0.5171032877424698,0.3151266774999235,0.3920505812284841,0.5525647168863727,0.4237290565652442,0.36415787817694284,0.9472004234378304,0.9858263996239902,0.29092722058459103,1
2021-04-07 11:32:00,0.03487460815046006,0.024413909345518903,0.028734369466263843,0.35404785237642356,0.550960619770573,0.32061327161487385,0.4942172617451211,0.6778391014115532,0.48389269636742244,0.418537219303762,0.947198644304361,0.985831075063489,0.39870549486062207,1
2021-04-07 11:33:00,0.04153605015674344,0.026334272613908638,0.02917114683622657,0.3768557841287729,0.590654695540971,0.3300653962331098,0.5571697162915147,0.6550488532074817,0.5197891939262583,0.4558532076670011,0.9471971691502621,0.985822219730739,0.35887114784743895,1
2021-04-07 11:34:00,0.03761755485893303,0.027350987711670882,0.02928073430393141,0.390785174107225,0.6026823158973527,0.3407191081028302,0.5174840445570414,0.5525743099379937,0.4826207353038002,0.43174180267719653,0.9471980473721385,0.9858162578281793,0.29330731029644697,1
2021-04-07 11:35:00,0.03918495297804725,0.028454568169202332,0.0295001385906275,0.4043738236654773,0.6115473053733776,0.3522584530423776,0.5326508701021727,0.6057057458941963,0.48619234877285594,0.43983432885302626,0.9471974462015803,0.9858158174800392,0.3268133968197023,1
2021-04-07 11:36:00,0.04819749216301261,0.030787244653836865,0.03038141356083912,0.42673410561099656,0.6381293903315987,0.3664534101027988,0.6119208644397556,0.6778140921525995,0.5367392365990493,0.4886081429081098,0.9471932802335741,0.9858172888925635,0.3665384018822401,1
2021-04-07 11:37:00,0.05916927899686897,0.034464029303009625,0.032022949768020226,0.45813126020671696,0.6794745012132448,0.38477883991465156,0.6884239080221128,0.6967695213977503,0.5920096783078692,0.5446302704583496,0.9471813487052203,0.9858178979135477,0.35956523883038316,0
2021-04-07 11:38:00,0.058777429467085085,0.03751433400859838,0.033513407098304526,0.48221867444799005,0.6963087416760908,0.4047860495074772,0.6838634993935411,0.5867308489786565,0.5662364391466623,0.5334935140348243,0.9473842018257974,0.985815903998795,0.3148444795908147,0
2021-04-07 11:39:00,0.05133228840124815,0.03893976649834485,0.03433327173819123,0.4915949988553447,0.6770888870337576,0.42287315091353594,0.6008124577497791,0.5184459249253042,0.4994164910074595,0.4840776247037487,0.947207810685152,0.9858140248379875,0.2752489334573909,1
2021-04-07 11:40:00,0.04976489028213393,0.039902618614853225,0.034974471254820116,0.4965966752925439,0.6519927718205233,0.4384530920328129,0.584348683512205,0.5753475734685298,0.48039482339488343,0.4709119179171862,0.9472038654373386,0.9858135979955961,0.30785603221255625,1
2021-04-07 11:41:00,0.052115987460815916,0.04108226423719685,0.035745076124761965,0.5029525800643891,0.6349249018628236,0.45232791324112714,0.6038219565243819,0.6132904621277966,0.48930771297097736,0.4804461772719722,0.9472041613145175,0.9858138899896777,0.32836239683908763,1
2021-04-07 11:42:00,0.04702194357366807,0.041289755949492246,0.03607531232257344,0.5011036073183309,0.6030398112265397,0.46301733972581616,0.5484285326229082,0.5412004947564439,0.44933632876948243,0.44799834792262994,0.947200579146804,0.9858126875106458,0.28605642667668846,1
2021-04-07 11:43:00,0.04898119122256617,0.04176942969380093,0.03652850459130974,0.5015569674812949,0.5826473980841593,0.47166951670205287,0.5663642564256743,0.6094972407083366,0.4605270218246741,0.4570576685120656,0.9472014834910703,0.9858130778231772,0.3280414615580861,1
2021-04-07 11:44:00,0.056426332288396,0.04333090204627865,0.03750831550606648,0.5105831047651642,0.5853817152866818,0.4805948583272156,0.6294167998587482,0.6626180964810677,0.5050043824270153,0.4958586120223623,0.9472049239046954,0.9858153014341935,0.3544664171081351,1
2021-04-07 11:45:00,0.06387147335423293,0.04580774245182795,0.03897573627823192,0.5262229433573623,0.6022644561262434,0.4912068250338035,0.683081305505301,0.6626065612989823,0.5426358549374364,0.5317834661911993,0.9472065465864244,0.9858168768642199,0.3461913237566231,1
2021-04-07 11:46:00,0.0685736677115969,0.04863337968865267,0.0406882624430267,0.5434791642150866,0.6193621628853286,0.5035268924172169,0.713373182029195,0.6360427006708574,0.556969840129417,0.5498385397088518,0.9472058048647136,0.9858165965021473,0.33242222435818697,1
2021-04-07 11:47:00,0.07210031347961632,0.05157169040545995,0.04253928723854017,0.5603535318726799,0.6321918711071572,0.5171286774956386,0.7349546622343057,0.624659682076799,0.5615946792394625,0.5600376486586144,0.9472048390348573,0.9858160267308237,0.32762362260331923,1
2021-04-07 11:48:00,0.0685736677115969,0.05351056641865881,0.04398784666553013,0.568026841473033,0.6220113836633484,0.5297134081972245,0.6896812037288412,0.5563917484910162,0.5205044839867875,0.530382429032629,0.9472026495831327,0.9858142370046609,0.2956833523132992,1
2021-04-07 11:49:00,0.07484326018808929,0.05612428608291964,0.04580084303103149,0.5805005453848745,0.6245332105820348,0.5425500752740996,0.7300721689220122,0.6512093286858519,0.5482400835311021,0.5572266347713102,0.9472033441872405,0.9858151858024776,0.3373515256793412,1
2021-04-07 11:50:00,0.08346394984326366,0.059673951898787436,0.048128182620047255,0.5994962864646566,0.6410422864256917,0.5570360374301135,0.7777287290348168,0.6739549302177203,0.5867032545729849,0.5951108867030667,0.9472041019921423,0.9858162714367948,0.33983931050989563,1
2021-04-07 11:51:00,0.09208463949843093,0.06401557215060905,0.050931765934549844,0.6233854100421877,0.6651223787015985,0.5739276568180625,0.8176163462613872,0.6739394823341055,0.6192405847253677,0.6301834719867281,0.9472043583089532,0.9858166476321204,0.3351150724809878,1
2021-04-07 11:52:00,0.09286833855799159,0.06781089235879989,0.053586643615538776,0.6411588230973241,0.6707976740728699,0.5913862514151109,0.8210316534556071,0.598106205607271,0.5967738981237101,0.6192179296292328,0.947203251066561,0.9858153213894008,0.31860460909282734,0
2021-04-07 11:53:00,0.09757053291535556,0.07175216635170756,0.05639866691812756,0.6587768372838636,0.6749926224775111,0.609263931115804,0.8413823346611274,0.6360143573162033,0.6027587759372399,0.6307812579853133,0.9472030486179019,0.9858152256920917,0.32587896761812496,0
2021-04-07 11:54:00,0.10031347962382853,0.07551283586700919,0.05920877741440478,0.6736529960083066,0.6722563264618244,0.626868248479533,0.8528208490764203,0.6170575384760305,0.595324470373684,0.6306280611290604,0.9472026483033694,0.9858148323793352,0.3219426470219785,0
2021-04-07 11:55:00,0.09051724137930961,0.07717442167197675,0.06107364152012451,0.6707277421272717,0.6305135123575998,0.640302361614783,0.7229668950298248,0.4957688731688095,0.5090714135581034,0.5610034143083238,0.9472010525342318,0.9858126144000607,0.2631589120167528,1
2021-04-07 11:56:00,0.09443573667711291,0.07918858655937555,0.0630952035669452,0.6708241526321939,0.6038332361289609,0.6510710530928382,0.7449692453753661,0.6284346154510403,0.5235541693588441,0.5725375075460453,0.9472013078899421,0.9858129995365598,0.32770477615070087,0
2021-04-07 11:57:00,0.09286833855799159,0.08064959685852102,0.06484908586776328,0.6665127437753231,0.5726950786061685,0.658728970202774,0.7252218453913478,0.5753616207851614,0.5008260878956844,0.5528195798893516,0.9472009306542574,0.9858120940553379,0.30788581838190976,1
2021-04-07 11:58:00,0.09404388714732903,0.08206829864275278,0.0665615017680139,0.6621841088244063,0.5477462771374069,0.6638944440116726,0.7325213106793435,0.6018969059423145,0.49908616925685806,0.5497613744075643,0.9472009216034498,0.985811727712925,0.320629517422512,1
2021-04-07 11:59:00,0.09796238244513944,0.08387694628182629,0.06844190806901196,0.6612783675887675,0.535392720915065,0.6678257688179062,0.7566539273544279,0.6284317445300035,0.5151030673703465,0.5621264788548682,0.9472012188760028,0.9858125940073932,0.32859672508773474,0
